dossier,fichier,age,sexe,niveau_etude,categorie_professionnelle,phoneme,duree,cog,skew
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_4.wav,vieux,homme,bac+5 et plus,retraites,s,30,5478.399339445195,-0.23011133380245188
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_4.wav,vieux,homme,bac+5 et plus,retraites,s,30,2263.1794364133766,1.5874054835309892
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_6.wav,vieux,homme,bac+5 et plus,retraites,s,120,4061.2174176465737,1.5425492478669118
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_6.wav,vieux,homme,bac+5 et plus,retraites,s,120,4586.694758113605,0.4138079522518964
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_6.wav,vieux,homme,bac+5 et plus,retraites,s,100,4015.8573381956667,0.4609879739263872
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_6.wav,vieux,homme,bac+5 et plus,retraites,s,60,3162.086663785366,0.7132016858519369
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_6.wav,vieux,homme,bac+5 et plus,retraites,s,50,1995.9137842248165,1.584827750882519
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_6.wav,vieux,homme,bac+5 et plus,retraites,s,100,4022.7101300273953,0.25822604871240146
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_6.wav,vieux,homme,bac+5 et plus,retraites,s,120,1132.0563137562785,2.5164243199701115
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_12.wav,vieux,homme,bac+5 et plus,retraites,s,80,4610.315833170762,0.23997174007771954
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_12.wav,vieux,homme,bac+5 et plus,retraites,s,110,2271.4972393961634,1.3770446660516604
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_12.wav,vieux,homme,bac+5 et plus,retraites,s,100,2891.7686784080574,0.8380041924672537
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_15.wav,vieux,homme,bac+5 et plus,retraites,s,110,2320.9283614315623,1.2558179849062105
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_17.wav,vieux,homme,bac+5 et plus,retraites,s,80,2268.7330967814464,1.111542927932635
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_20.wav,vieux,homme,bac+5 et plus,retraites,s,140,3468.482826338439,0.37838924810647073
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_21.wav,vieux,homme,bac+5 et plus,retraites,s,60,2203.633517009923,1.2166704707176645
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_27.wav,vieux,homme,bac+5 et plus,retraites,s,110,5313.384844047586,-0.2892235646478101
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_27.wav,vieux,homme,bac+5 et plus,retraites,s,80,2066.1184009079143,1.4279629568197456
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_28.wav,vieux,homme,bac+5 et plus,retraites,s,70,4071.8448962857024,0.16912216498108584
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_28.wav,vieux,homme,bac+5 et plus,retraites,s,80,3076.4750211906567,0.8237241732577242
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_28.wav,vieux,homme,bac+5 et plus,retraites,s,160,6553.873143609691,-0.509710337024285
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_28.wav,vieux,homme,bac+5 et plus,retraites,s,160,5980.761323936257,-0.16038805188814512
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_31.wav,vieux,homme,bac+5 et plus,retraites,s,230,5181.671090009393,0.08322250297488537
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_31.wav,vieux,homme,bac+5 et plus,retraites,s,100,5790.520550924135,-0.23921193160063853
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_35.wav,vieux,homme,bac+5 et plus,retraites,s,80,1984.262455777573,1.2260322599837454
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_35.wav,vieux,homme,bac+5 et plus,retraites,s,80,908.20037893666,3.449994803242426
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_36.wav,vieux,homme,bac+5 et plus,retraites,s,120,4985.291979434373,1.0792486852231806
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_37.wav,vieux,homme,bac+5 et plus,retraites,s,130,3260.6011098277118,0.9720481591714839
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_37.wav,vieux,homme,bac+5 et plus,retraites,s,60,4579.540274534679,1.0085724317609455
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_38.wav,vieux,homme,bac+5 et plus,retraites,s,30,3858.2632503878426,0.497810291140637
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_38.wav,vieux,homme,bac+5 et plus,retraites,s,100,4451.891540118987,0.9815194725627507
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_39.wav,vieux,homme,bac+5 et plus,retraites,s,140,4117.043123665482,0.18990229672029124
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_40.wav,vieux,homme,bac+5 et plus,retraites,s,30,1042.2752052689111,2.574337080961493
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_40.wav,vieux,homme,bac+5 et plus,retraites,s,40,4252.347867941312,0.8561256089563803
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_41.wav,vieux,homme,bac+5 et plus,retraites,s,70,1584.5821459604722,1.8672908525754894
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_42.wav,vieux,homme,bac+5 et plus,retraites,s,110,2898.4054295952446,1.030351117173027
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_44.wav,vieux,homme,bac+5 et plus,retraites,s,90,4891.365321050785,0.1411397903478227
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_44.wav,vieux,homme,bac+5 et plus,retraites,s,90,1784.83888777728,1.6394022243081892
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_44.wav,vieux,homme,bac+5 et plus,retraites,s,90,2418.9991944404705,0.7307024671298377
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_46.wav,vieux,homme,bac+5 et plus,retraites,s,110,2045.2034594455006,1.2247795511772612
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_47.wav,vieux,homme,bac+5 et plus,retraites,s,100,4595.030264951755,0.14407984227320597
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_47.wav,vieux,homme,bac+5 et plus,retraites,s,70,2139.5703909037993,1.3205514776297935
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_48.wav,vieux,homme,bac+5 et plus,retraites,s,100,3320.9868847541725,0.3619385134740351
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_49.wav,vieux,homme,bac+5 et plus,retraites,s,100,1305.0295500424863,2.114122513022058
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_58.wav,vieux,homme,bac+5 et plus,retraites,s,30,1906.8922534772987,1.327266861202808
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_59.wav,vieux,homme,bac+5 et plus,retraites,s,200,5839.327343238792,0.22241850714281075
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_60.wav,vieux,homme,bac+5 et plus,retraites,s,70,4643.023059679247,1.1924335186532848
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_61.wav,vieux,homme,bac+5 et plus,retraites,s,30,4300.312364293571,0.20896832417518837
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_61.wav,vieux,homme,bac+5 et plus,retraites,s,120,2191.820315469976,1.1153492272067753
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_61.wav,vieux,homme,bac+5 et plus,retraites,s,120,2006.545128563374,1.2293503177078648
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_67.wav,vieux,homme,bac+5 et plus,retraites,s,230,4615.1877654294085,0.23590476032521643
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_68.wav,vieux,homme,bac+5 et plus,retraites,s,90,5016.790255153476,-0.6366594208812307
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_68.wav,vieux,homme,bac+5 et plus,retraites,s,90,3784.185703650414,0.2052789803678527
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_68.wav,vieux,homme,bac+5 et plus,retraites,s,90,2063.4264942273703,1.4700243112613
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_68.wav,vieux,homme,bac+5 et plus,retraites,s,110,5666.988800833358,0.36543374008770707
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_68.wav,vieux,homme,bac+5 et plus,retraites,s,90,2340.7796881839963,1.1198514517822773
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_68.wav,vieux,homme,bac+5 et plus,retraites,s,90,3878.4407758071984,0.31134182409878886
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_68.wav,vieux,homme,bac+5 et plus,retraites,s,90,2944.02807264721,0.7295921993235637
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_68.wav,vieux,homme,bac+5 et plus,retraites,s,120,1931.5626296548305,1.583618074506385
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_69.wav,vieux,homme,bac+5 et plus,retraites,s,140,4831.091268858951,0.4147066910630505
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_69.wav,vieux,homme,bac+5 et plus,retraites,s,70,3267.4918307123935,0.7374574720784571
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_71.wav,vieux,homme,bac+5 et plus,retraites,s,90,1717.82383068775,1.4858397323384078
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_71.wav,vieux,homme,bac+5 et plus,retraites,s,110,4536.850970067951,0.22147081141234412
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_74.wav,vieux,homme,bac+5 et plus,retraites,s,70,3837.6227914474625,0.1018006399169071
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_75.wav,vieux,homme,bac+5 et plus,retraites,s,40,3956.8409970269195,0.2449706981163859
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_75.wav,vieux,homme,bac+5 et plus,retraites,s,100,2737.807167793296,0.7025142703393513
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_78.wav,vieux,homme,bac+5 et plus,retraites,s,120,1844.7378135295758,1.8047941443354567
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_78.wav,vieux,homme,bac+5 et plus,retraites,s,130,2445.160588173149,1.086337866756966
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_79.wav,vieux,homme,bac+5 et plus,retraites,s,130,3507.6466838331517,0.3546055531992304
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_79.wav,vieux,homme,bac+5 et plus,retraites,s,170,3766.4475765625352,0.5728148282830572
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_81.wav,vieux,homme,bac+5 et plus,retraites,s,80,3415.5366855048583,1.0880355334078262
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_81.wav,vieux,homme,bac+5 et plus,retraites,s,90,2760.381680469871,1.238187809412817
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_81.wav,vieux,homme,bac+5 et plus,retraites,s,80,5404.617754563713,-0.4631041051317315
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_81.wav,vieux,homme,bac+5 et plus,retraites,s,150,4844.437646914654,-0.2492204024603113
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_85.wav,vieux,homme,bac+5 et plus,retraites,s,80,4672.11967896157,0.4535539767801467
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_85.wav,vieux,homme,bac+5 et plus,retraites,s,50,3667.5312768374197,1.124270585264682
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_85.wav,vieux,homme,bac+5 et plus,retraites,s,40,386.5848215251896,13.580112319247727
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_86.wav,vieux,homme,bac+5 et plus,retraites,s,80,4559.1364461336025,-0.13419620120569165
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_87.wav,vieux,homme,bac+5 et plus,retraites,s,110,3290.57973796837,0.7004937792712749
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_87.wav,vieux,homme,bac+5 et plus,retraites,s,110,2008.6073644489495,1.5692371913210528
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_87.wav,vieux,homme,bac+5 et plus,retraites,s,140,2226.602362763571,1.2850725659142925
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_90.wav,vieux,homme,bac+5 et plus,retraites,s,110,3901.0879140820443,0.3313250476252579
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_90.wav,vieux,homme,bac+5 et plus,retraites,s,110,4874.577340239841,0.052026486092776617
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_90.wav,vieux,homme,bac+5 et plus,retraites,s,80,5328.914378054049,0.08170130517213021
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_91.wav,vieux,homme,bac+5 et plus,retraites,s,140,4484.410937310552,-0.35079767101970843
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_91.wav,vieux,homme,bac+5 et plus,retraites,s,100,3608.173241471963,0.3127758054533911
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_91.wav,vieux,homme,bac+5 et plus,retraites,s,160,4138.023221431875,0.14113801236619958
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_94.wav,vieux,homme,bac+5 et plus,retraites,s,70,3804.226061265211,0.06426410588922102
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_94.wav,vieux,homme,bac+5 et plus,retraites,s,120,4330.914415482605,-0.18043020449395533
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_100.wav,vieux,homme,bac+5 et plus,retraites,s,90,1940.8626456215557,1.087335317116107
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_103.wav,vieux,homme,bac+5 et plus,retraites,s,100,2129.6024588337914,1.4593476854324459
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_103.wav,vieux,homme,bac+5 et plus,retraites,s,110,2336.0899805297936,1.4862289479061244
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_104.wav,vieux,homme,bac+5 et plus,retraites,s,140,5508.925366108381,0.28238255405126167
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_105.wav,vieux,homme,bac+5 et plus,retraites,s,120,5596.61206273696,-0.7007509558490251
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_107.wav,vieux,homme,bac+5 et plus,retraites,s,120,2892.1883224875546,0.5589662680357866
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_107.wav,vieux,homme,bac+5 et plus,retraites,s,100,3427.8966085566335,0.433716664331088
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_107.wav,vieux,homme,bac+5 et plus,retraites,s,100,2048.491367967371,1.1978111427448679
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_109.wav,vieux,homme,bac+5 et plus,retraites,s,60,4812.44890398996,-0.10824067897860777
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_109.wav,vieux,homme,bac+5 et plus,retraites,s,100,5088.7106629633,0.12220139852728563
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_110.wav,vieux,homme,bac+5 et plus,retraites,s,130,4870.4482833378715,0.33896775250880046
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_110.wav,vieux,homme,bac+5 et plus,retraites,s,80,6176.303401367246,-0.26258507605901393
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_111.wav,vieux,homme,bac+5 et plus,retraites,s,130,5183.64826103563,-0.147556578911532
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_111.wav,vieux,homme,bac+5 et plus,retraites,s,100,4409.006632580164,-0.06926022985345048
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_112.wav,vieux,homme,bac+5 et plus,retraites,s,60,556.5435320627286,4.38145418646692
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_112.wav,vieux,homme,bac+5 et plus,retraites,s,120,3437.524515087878,0.6069956651851831
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_117.wav,vieux,homme,bac+5 et plus,retraites,s,140,5163.31088605705,0.6132543802688208
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_118.wav,vieux,homme,bac+5 et plus,retraites,s,90,2869.1867552167646,0.9598307785795289
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_119.wav,vieux,homme,bac+5 et plus,retraites,s,30,2615.8058086793744,0.9243323073288496
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_120.wav,vieux,homme,bac+5 et plus,retraites,s,140,3590.726299099973,0.5974755131379423
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_120.wav,vieux,homme,bac+5 et plus,retraites,s,90,3119.67378309518,0.8274218814732779
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_122.wav,vieux,homme,bac+5 et plus,retraites,s,70,930.1873063225036,2.9959871217868406
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_122.wav,vieux,homme,bac+5 et plus,retraites,s,100,1646.739668265231,1.8926171005863144
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_122.wav,vieux,homme,bac+5 et plus,retraites,s,110,1307.5723277093844,2.008895215081508
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_124.wav,vieux,homme,bac+5 et plus,retraites,s,160,3153.5717295320715,0.7628201067474992
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_126.wav,vieux,homme,bac+5 et plus,retraites,s,130,3950.5022335807807,0.29002259446022727
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_126.wav,vieux,homme,bac+5 et plus,retraites,s,90,3726.989502378162,0.492615868977347
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_127.wav,vieux,homme,bac+5 et plus,retraites,s,110,5336.362724646475,0.4914966951799231
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_127.wav,vieux,homme,bac+5 et plus,retraites,s,110,1188.14109184296,2.2831589268180608
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_128.wav,vieux,homme,bac+5 et plus,retraites,s,80,5151.697309095248,0.0005678617151521087
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_128.wav,vieux,homme,bac+5 et plus,retraites,s,80,1744.536993282675,1.685180630389252
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_131.wav,vieux,homme,bac+5 et plus,retraites,s,130,2375.643955209556,1.167253455995716
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_131.wav,vieux,homme,bac+5 et plus,retraites,s,80,4495.72216808137,0.046937023957947924
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_132.wav,vieux,homme,bac+5 et plus,retraites,s,210,4372.040249390156,1.075352678271424
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_132.wav,vieux,homme,bac+5 et plus,retraites,s,110,4701.780815937564,0.013256998348653197
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_132.wav,vieux,homme,bac+5 et plus,retraites,s,60,4644.888702855691,0.6789568432883688
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_132.wav,vieux,homme,bac+5 et plus,retraites,s,150,5839.661202614231,0.013212375180670125
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_133.wav,vieux,homme,bac+5 et plus,retraites,s,60,3572.919513361711,0.4875044884632568
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_133.wav,vieux,homme,bac+5 et plus,retraites,s,150,4837.9925539801225,-0.5350540145150837
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_134.wav,vieux,homme,bac+5 et plus,retraites,s,60,1767.636672666498,1.987569716333617
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_134.wav,vieux,homme,bac+5 et plus,retraites,s,60,3059.5550747790758,0.6082681565168965
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_134.wav,vieux,homme,bac+5 et plus,retraites,s,60,2396.8900875861395,1.0556843861199205
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_134.wav,vieux,homme,bac+5 et plus,retraites,s,90,1583.4292311236757,1.81948854814942
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_141.wav,vieux,homme,bac+5 et plus,retraites,s,30,2439.430840082487,0.9721426272976363
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_143.wav,vieux,homme,bac+5 et plus,retraites,s,100,4403.668390275783,0.30790812152977354
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_145.wav,vieux,homme,bac+5 et plus,retraites,s,90,3199.210698501118,0.42190720771395473
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_150.wav,vieux,homme,bac+5 et plus,retraites,s,80,2412.206610909581,1.4455523484988169
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_150.wav,vieux,homme,bac+5 et plus,retraites,s,50,3439.6932908449253,0.3807875938388096
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_150.wav,vieux,homme,bac+5 et plus,retraites,s,70,3614.44626416401,0.4520611695357667
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_150.wav,vieux,homme,bac+5 et plus,retraites,s,50,3594.5944023471793,0.5443462931279214
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_152.wav,vieux,homme,bac+5 et plus,retraites,s,140,5544.514649826821,0.5872818839949548
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_152.wav,vieux,homme,bac+5 et plus,retraites,s,120,5139.45041194009,-0.19964176356569466
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_152.wav,vieux,homme,bac+5 et plus,retraites,s,170,6250.695859033584,-0.23227382668429725
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_152.wav,vieux,homme,bac+5 et plus,retraites,s,100,7124.586682914604,-0.4142466203817055
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_153.wav,vieux,homme,bac+5 et plus,retraites,s,50,2982.0340776256267,0.5132093676024616
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_154.wav,vieux,homme,bac+5 et plus,retraites,s,140,1566.3183235512793,1.7229405709906798
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_155.wav,vieux,homme,bac+5 et plus,retraites,s,80,1255.1005201367382,2.4009624067467934
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_157.wav,vieux,homme,bac+5 et plus,retraites,s,40,1773.5724994723907,1.6913919181789079
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_157.wav,vieux,homme,bac+5 et plus,retraites,s,100,1629.2520800435757,1.5908051826402485
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_157.wav,vieux,homme,bac+5 et plus,retraites,s,100,5651.519055400793,-0.1279751365943418
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_158.wav,vieux,homme,bac+5 et plus,retraites,s,150,5895.230107027406,0.21895900147219266
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_158.wav,vieux,homme,bac+5 et plus,retraites,s,90,3341.422052643231,0.7390655663350065
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_162.wav,vieux,homme,bac+5 et plus,retraites,s,30,3423.440767783135,0.8433076497485057
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_167.wav,vieux,homme,bac+5 et plus,retraites,s,100,3126.2106614892764,0.6954981270106184
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_169.wav,vieux,homme,bac+5 et plus,retraites,s,120,4170.5753431774965,0.08634106455876346
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_169.wav,vieux,homme,bac+5 et plus,retraites,s,100,1956.392226545043,1.611524398172841
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_169.wav,vieux,homme,bac+5 et plus,retraites,s,80,3148.7355330546275,0.7602665946476466
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_170.wav,vieux,homme,bac+5 et plus,retraites,s,120,2318.2166853149274,1.1411178122250982
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_170.wav,vieux,homme,bac+5 et plus,retraites,s,60,452.7290779652213,5.682874534257381
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_170.wav,vieux,homme,bac+5 et plus,retraites,s,110,5309.215695398907,0.009803563780696257
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_170.wav,vieux,homme,bac+5 et plus,retraites,s,100,3162.3653805860395,0.46752353476630276
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_170.wav,vieux,homme,bac+5 et plus,retraites,s,140,5305.481518155693,0.01795182369202843
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_172.wav,vieux,homme,bac+5 et plus,retraites,s,40,1896.2931138720176,1.9365321262573416
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_173.wav,vieux,homme,bac+5 et plus,retraites,s,60,1787.7433144163545,1.8937621635507387
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_174.wav,vieux,homme,bac+5 et plus,retraites,s,170,4500.297047866413,0.28819978377889494
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_175.wav,vieux,homme,bac+5 et plus,retraites,s,60,344.63785335372023,8.607999932854126
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_175.wav,vieux,homme,bac+5 et plus,retraites,s,120,3536.0934922076844,0.21941608878467267
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_176.wav,vieux,homme,bac+5 et plus,retraites,s,80,3920.1907967099683,0.8439816577795592
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_176.wav,vieux,homme,bac+5 et plus,retraites,s,70,1321.317489695614,2.0995409048182414
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_177.wav,vieux,homme,bac+5 et plus,retraites,s,140,4546.413600355161,0.4842589579847458
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_177.wav,vieux,homme,bac+5 et plus,retraites,s,60,2133.338467831148,1.227392038623026
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_178.wav,vieux,homme,bac+5 et plus,retraites,s,70,4185.1433970035605,0.30534899786001846
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_178.wav,vieux,homme,bac+5 et plus,retraites,s,100,4364.263050820247,0.20598474666673508
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_178.wav,vieux,homme,bac+5 et plus,retraites,s,100,3387.8880586423984,0.516240489932389
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_178.wav,vieux,homme,bac+5 et plus,retraites,s,70,5503.850248796389,-0.21048048316045212
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_178.wav,vieux,homme,bac+5 et plus,retraites,s,60,2751.4169442537454,1.012316263785014
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_187.wav,vieux,homme,bac+5 et plus,retraites,s,130,5310.24385287237,0.13340119896143607
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_187.wav,vieux,homme,bac+5 et plus,retraites,s,110,1359.0727612064304,2.315295984715321
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_189.wav,vieux,homme,bac+5 et plus,retraites,s,110,5101.47443434799,-0.032694629410780746
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_193.wav,vieux,homme,bac+5 et plus,retraites,s,100,4313.844246963852,0.2783190260427342
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_193.wav,vieux,homme,bac+5 et plus,retraites,s,90,4446.411305343123,0.12281393629218373
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_194.wav,vieux,homme,bac+5 et plus,retraites,s,150,5205.122085561974,0.3609221025931509
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_194.wav,vieux,homme,bac+5 et plus,retraites,s,90,1944.9188322262594,1.47980561446527
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_198.wav,vieux,homme,bac+5 et plus,retraites,s,120,4630.600141048373,0.5013028090478278
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_198.wav,vieux,homme,bac+5 et plus,retraites,s,120,2119.1738029135568,1.458916059884465
ESLO2_DIA_1221,ESLO2_DIA_1221_T1_198.wav,vieux,homme,bac+5 et plus,retraites,s,30,787.6954880608752,3.949871264612916
