dossier,fichier,age,sexe,niveau_etude,categorie_professionnelle,phoneme,duree,cog,skew
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1296.wav,vieux,homme,CEP,retraite,s,110,4964.906945446743,0.13895172761132574
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1296.wav,vieux,homme,CEP,retraite,s,110,5128.078865932016,-0.6180834616636388
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1296.wav,vieux,homme,CEP,retraite,s,80,2302.5919226123233,1.138340026848431
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1296.wav,vieux,homme,CEP,retraite,s,90,2881.344461889361,0.6401167187903998
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1297.wav,vieux,homme,CEP,retraite,s,60,2960.204972504769,1.0050401264355877
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1299.wav,vieux,homme,CEP,retraite,s,50,2311.35351863922,1.4213313718217349
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1310.wav,vieux,homme,CEP,retraite,s,40,957.9838271853714,3.5174440298553327
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1310.wav,vieux,homme,CEP,retraite,s,80,1158.2846456511609,2.8095903870106653
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1310.wav,vieux,homme,CEP,retraite,s,40,890.2450266266385,3.9330748052477293
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1313.wav,vieux,homme,CEP,retraite,s,70,1126.1405688168752,2.2760829917679977
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1313.wav,vieux,homme,CEP,retraite,s,90,3378.6350042220247,0.10647780325284233
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1315.wav,vieux,homme,CEP,retraite,s,160,3311.3293239571226,0.43868466732246675
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1315.wav,vieux,homme,CEP,retraite,s,150,3324.633952591653,0.2383219707243065
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1315.wav,vieux,homme,CEP,retraite,s,100,4651.479013472995,0.08491070087450263
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1320.wav,vieux,homme,CEP,retraite,s,50,1627.4880784277354,1.9358593879725086
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1320.wav,vieux,homme,CEP,retraite,s,80,2289.2617397296876,0.983534510190637
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1320.wav,vieux,homme,CEP,retraite,s,100,3645.406365341663,0.3896212970019966
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1321.wav,vieux,homme,CEP,retraite,s,50,1143.3836415170608,2.4978591423802445
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1323.wav,vieux,homme,CEP,retraite,s,90,820.6390672346707,3.3062305191721504
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1325.wav,vieux,homme,CEP,retraite,s,80,1016.2459054516818,2.513925230502364
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1325.wav,vieux,homme,CEP,retraite,s,100,3452.4096814522622,-0.014935381302576205
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1332.wav,vieux,homme,CEP,retraite,s,70,622.1795723546752,4.612417606904826
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1333.wav,vieux,homme,CEP,retraite,s,30,714.6063188510958,5.3750578004253455
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1336.wav,vieux,homme,CEP,retraite,s,100,5752.121229699548,-0.8638902993065797
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1336.wav,vieux,homme,CEP,retraite,s,110,3603.6140246744867,0.2851498428578621
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1337.wav,vieux,homme,CEP,retraite,s,50,2104.759943979911,2.027934637703172
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1338.wav,vieux,homme,CEP,retraite,s,180,5441.504153996663,0.9144802615451564
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1338.wav,vieux,homme,CEP,retraite,s,180,4978.227485874238,-0.6388106034988799
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1338.wav,vieux,homme,CEP,retraite,s,80,2268.4761011777305,0.8662273693190964
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1339.wav,vieux,homme,CEP,retraite,s,80,3151.8398028281754,0.8273290014917076
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1339.wav,vieux,homme,CEP,retraite,s,100,5985.87316619596,-0.5566678630508003
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1339.wav,vieux,homme,CEP,retraite,s,60,2739.8027487846166,1.914177777016708
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1340.wav,vieux,homme,CEP,retraite,s,80,1760.9080551764935,1.4619748793673213
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1341.wav,vieux,homme,CEP,retraite,s,50,4511.15066927113,-0.5669012954665944
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1341.wav,vieux,homme,CEP,retraite,s,120,3064.566685662624,0.641820702150211
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1343.wav,vieux,homme,CEP,retraite,s,50,1731.1664237967937,2.0081812546430093
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1344.wav,vieux,homme,CEP,retraite,s,120,3943.107588053402,0.6451353828011281
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1344.wav,vieux,homme,CEP,retraite,s,190,4381.956493438521,-0.3158939541134425
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1344.wav,vieux,homme,CEP,retraite,s,80,3158.852358046661,0.39395417403827615
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1345.wav,vieux,homme,CEP,retraite,s,30,247.02451188953592,14.034199527032152
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1346.wav,vieux,homme,CEP,retraite,s,110,1988.6310282833972,1.5680603829223003
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1348.wav,vieux,homme,CEP,retraite,s,150,642.6091791190362,3.449240159062455
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1356.wav,vieux,homme,CEP,retraite,s,70,2723.9864505904407,0.9360487769083529
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1356.wav,vieux,homme,CEP,retraite,s,50,3023.4695749361886,0.6271224446851306
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1356.wav,vieux,homme,CEP,retraite,s,100,1278.6817171930275,2.0625202780788165
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1356.wav,vieux,homme,CEP,retraite,s,100,2056.144751140064,1.3408096086561676
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1356.wav,vieux,homme,CEP,retraite,s,60,2158.7251321350386,1.0592112808378504
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1356.wav,vieux,homme,CEP,retraite,s,70,2228.5151407849976,0.9595456982669469
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1356.wav,vieux,homme,CEP,retraite,s,50,1461.1541299933128,1.7449910326351026
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1359.wav,vieux,homme,CEP,retraite,s,120,896.8281924361784,3.0221831597914792
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1359.wav,vieux,homme,CEP,retraite,s,140,2111.861720357097,0.9409105969536923
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1366.wav,vieux,homme,CEP,retraite,s,90,400.96940711328915,7.467945365577774
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1368.wav,vieux,homme,CEP,retraite,s,100,4439.056245082833,0.5481463791683804
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1368.wav,vieux,homme,CEP,retraite,s,100,2631.2616025134134,0.8832264166533729
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1372.wav,vieux,homme,CEP,retraite,s,50,1981.496394208847,1.0107906083342864
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1372.wav,vieux,homme,CEP,retraite,s,60,1223.5288152089418,2.3850505224825085
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1375.wav,vieux,homme,CEP,retraite,s,30,459.4234986159902,6.586418859956296
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1376.wav,vieux,homme,CEP,retraite,s,60,1797.5118807347674,1.477640494017884
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1376.wav,vieux,homme,CEP,retraite,s,90,3399.2257908294428,0.6234222233581517
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1377.wav,vieux,homme,CEP,retraite,s,80,1794.2088566174868,1.2480062097003235
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1380.wav,vieux,homme,CEP,retraite,s,110,4534.2302257145175,-1.1775521035519891
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1380.wav,vieux,homme,CEP,retraite,s,110,3333.166816004995,1.090844557268974
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1381.wav,vieux,homme,CEP,retraite,s,130,4325.662857001798,0.2112455145634315
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1384.wav,vieux,homme,CEP,retraite,s,140,4431.230188594296,0.2781836300674402
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1385.wav,vieux,homme,CEP,retraite,s,90,302.5375688718079,17.860886585490242
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1386.wav,vieux,homme,CEP,retraite,s,140,1492.053708183547,1.6550859804247346
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1388.wav,vieux,homme,CEP,retraite,s,120,4919.958533314292,-0.7504999673693963
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1388.wav,vieux,homme,CEP,retraite,s,160,5282.418157160146,-0.16689736601219407
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1389.wav,vieux,homme,CEP,retraite,s,90,5552.953022209059,-0.1480245993408751
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1389.wav,vieux,homme,CEP,retraite,s,90,2694.429361013378,0.7355373497144507
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1389.wav,vieux,homme,CEP,retraite,s,80,6005.96702832999,-0.9559656308904805
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1389.wav,vieux,homme,CEP,retraite,s,110,2641.3789394370438,0.8030474233372533
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1389.wav,vieux,homme,CEP,retraite,s,130,4030.9736158166734,0.08316467902167836
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1390.wav,vieux,homme,CEP,retraite,s,80,749.0339900156573,3.6770279395296583
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1390.wav,vieux,homme,CEP,retraite,s,140,3511.580365866611,0.3318923197897437
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1391.wav,vieux,homme,CEP,retraite,s,120,4606.195737780927,-0.4886916437818536
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1392.wav,vieux,homme,CEP,retraite,s,140,2942.8610504394005,1.1174897639027193
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1394.wav,vieux,homme,CEP,retraite,s,80,1491.6610935028896,1.893839498461762
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1394.wav,vieux,homme,CEP,retraite,s,110,4034.7275615922977,-0.014335304164795738
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1394.wav,vieux,homme,CEP,retraite,s,90,2918.9546512609495,0.9763049818186337
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1397.wav,vieux,homme,CEP,retraite,s,90,816.4421592139164,3.345456112543465
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1397.wav,vieux,homme,CEP,retraite,s,70,4709.590179540322,-0.053693351941739804
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1397.wav,vieux,homme,CEP,retraite,s,60,3105.912427440042,0.6902051315245311
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1398.wav,vieux,homme,CEP,retraite,s,80,3562.197037186008,0.2395990645228344
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1399.wav,vieux,homme,CEP,retraite,s,50,5469.90741233094,-0.3876139089256181
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1399.wav,vieux,homme,CEP,retraite,s,110,3564.4057998812964,0.21359267721716152
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1399.wav,vieux,homme,CEP,retraite,s,40,573.573564668972,4.349960331870918
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1399.wav,vieux,homme,CEP,retraite,s,60,1978.2905576590804,1.5203188774844072
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1401.wav,vieux,homme,CEP,retraite,s,130,1252.3352766153296,2.0753085207734014
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1401.wav,vieux,homme,CEP,retraite,s,130,4192.223883134287,0.29372739176244983
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1402.wav,vieux,homme,CEP,retraite,s,30,436.55953664649024,14.543518949422138
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1402.wav,vieux,homme,CEP,retraite,s,60,1865.7131886441393,1.9744043139126317
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1403.wav,vieux,homme,CEP,retraite,s,120,4863.874645198467,-0.31231696233848516
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1408.wav,vieux,homme,CEP,retraite,s,150,2745.5475077027104,0.9659190896304651
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1410.wav,vieux,homme,CEP,retraite,s,70,2183.246015883916,1.050358560521199
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1413.wav,vieux,homme,CEP,retraite,s,30,2188.3675756340926,2.6239579188304836
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1414.wav,vieux,homme,CEP,retraite,s,60,2910.880154975821,0.508185421281269
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1414.wav,vieux,homme,CEP,retraite,s,80,3108.54139291822,0.4505678054189903
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1415.wav,vieux,homme,CEP,retraite,s,30,1033.2449192088116,2.7179345192270907
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1416.wav,vieux,homme,CEP,retraite,s,130,3486.317757293513,0.26418355799743065
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1416.wav,vieux,homme,CEP,retraite,s,140,3158.189035254886,0.5528097465838115
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1416.wav,vieux,homme,CEP,retraite,s,120,672.6290400125741,2.816859953774687
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1417.wav,vieux,homme,CEP,retraite,s,100,3995.677686558811,0.1668135863549011
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1418.wav,vieux,homme,CEP,retraite,s,130,1856.5238875201608,1.3375210990250614
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1418.wav,vieux,homme,CEP,retraite,s,120,4082.3266022414255,-0.508171793111757
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1419.wav,vieux,homme,CEP,retraite,s,130,5151.620019203731,-0.07612356827898505
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1420.wav,vieux,homme,CEP,retraite,s,110,895.0770124855263,3.2572390911455598
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1420.wav,vieux,homme,CEP,retraite,s,90,1578.8266018603535,1.7833881713423656
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1421.wav,vieux,homme,CEP,retraite,s,70,1204.9327498357793,2.4011259907651676
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1421.wav,vieux,homme,CEP,retraite,s,120,2930.0177294313803,0.6708388704369318
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1421.wav,vieux,homme,CEP,retraite,s,50,2104.6282583791317,1.0027147356096435
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1422.wav,vieux,homme,CEP,retraite,s,110,1710.991745503365,1.6398600890356474
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1422.wav,vieux,homme,CEP,retraite,s,120,4217.510305779106,0.7687880166747981
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1422.wav,vieux,homme,CEP,retraite,s,90,2235.2390418740124,0.8356670987337134
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1424.wav,vieux,homme,CEP,retraite,s,120,3761.7530510517313,0.5640279384414995
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1424.wav,vieux,homme,CEP,retraite,s,90,3834.233303824319,1.26422292520208
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1425.wav,vieux,homme,CEP,retraite,s,30,2836.497340401977,0.7780017433277444
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1426.wav,vieux,homme,CEP,retraite,s,130,2901.6841244608927,0.6297020992358064
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1429.wav,vieux,homme,CEP,retraite,s,100,2198.4693496199943,1.3400211049514832
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1429.wav,vieux,homme,CEP,retraite,s,60,879.0275586791748,2.995052294076391
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1429.wav,vieux,homme,CEP,retraite,s,100,2092.6344805115573,1.2160641815561055
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1429.wav,vieux,homme,CEP,retraite,s,80,1232.289792291351,2.2972122462616476
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1431.wav,vieux,homme,CEP,retraite,s,90,3758.444210096625,0.22291017556003662
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1431.wav,vieux,homme,CEP,retraite,s,130,3715.359519744802,0.19018205613511813
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1435.wav,vieux,homme,CEP,retraite,s,70,4057.1245591261054,0.8367363078961317
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1435.wav,vieux,homme,CEP,retraite,s,130,4654.335674031611,0.7905163140863218
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1435.wav,vieux,homme,CEP,retraite,s,130,5801.768442076116,-0.12587285546221955
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1435.wav,vieux,homme,CEP,retraite,s,110,4152.690033512125,-0.3184987544096213
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1435.wav,vieux,homme,CEP,retraite,s,220,5112.161589066193,0.03557896569877111
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1437.wav,vieux,homme,CEP,retraite,s,100,1324.9211758815752,2.402588435161816
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1437.wav,vieux,homme,CEP,retraite,s,100,4630.3933847252265,1.2206191175645742
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1437.wav,vieux,homme,CEP,retraite,s,100,5303.11453999691,-0.027307085706147073
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1437.wav,vieux,homme,CEP,retraite,s,100,2234.0661156753836,0.9983830102829997
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1438.wav,vieux,homme,CEP,retraite,s,30,522.7234946199494,5.8719808326897915
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1438.wav,vieux,homme,CEP,retraite,s,30,445.0364557286473,15.87105125811548
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1442.wav,vieux,homme,CEP,retraite,s,100,2440.8083778138002,1.0920832816498858
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1443.wav,vieux,homme,CEP,retraite,s,50,2339.141132036505,1.3776721739660778
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1444.wav,vieux,homme,CEP,retraite,s,70,1996.176455513055,1.4709525762906208
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1445.wav,vieux,homme,CEP,retraite,s,30,5431.583158407705,-0.41248385541264415
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1445.wav,vieux,homme,CEP,retraite,s,50,1095.6930068479778,2.621320567945537
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1447.wav,vieux,homme,CEP,retraite,s,90,5150.553780860447,-1.011807995328839
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1448.wav,vieux,homme,CEP,retraite,s,170,2781.3002747524356,0.8943738476777287
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1448.wav,vieux,homme,CEP,retraite,s,90,4560.895794014125,-0.37434290886090205
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1448.wav,vieux,homme,CEP,retraite,s,70,2624.342424219437,0.7818584229267239
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1449.wav,vieux,homme,CEP,retraite,s,80,1738.5871059530718,1.3094591801081146
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1452.wav,vieux,homme,CEP,retraite,s,120,5348.192880292115,-0.7898542891322201
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1452.wav,vieux,homme,CEP,retraite,s,100,2039.6429369401174,1.2031842595039206
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1452.wav,vieux,homme,CEP,retraite,s,130,2437.156877098652,1.1235826669006472
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1454.wav,vieux,homme,CEP,retraite,s,90,3445.749308100466,1.0948138121387663
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1456.wav,vieux,homme,CEP,retraite,s,30,332.70755962421845,9.661991657075221
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1457.wav,vieux,homme,CEP,retraite,s,120,1123.741372800312,2.7524683415988545
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1458.wav,vieux,homme,CEP,retraite,s,50,4206.684146222721,0.2158990040243573
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1461.wav,vieux,homme,CEP,retraite,s,50,2329.096991728737,1.9294176206073106
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1465.wav,vieux,homme,CEP,retraite,s,50,4598.46016843123,-0.028344515226291833
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1465.wav,vieux,homme,CEP,retraite,s,110,1342.262685366752,2.2803213856739903
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1465.wav,vieux,homme,CEP,retraite,s,100,917.9893918974659,3.67896711955318
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1465.wav,vieux,homme,CEP,retraite,s,100,2896.475783465454,1.24661928804482
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1466.wav,vieux,homme,CEP,retraite,s,30,1707.4856611437856,1.6439596379478765
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1469.wav,vieux,homme,CEP,retraite,s,100,5285.780436006226,-0.5092320164292753
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1471.wav,vieux,homme,CEP,retraite,s,290,3749.306670102818,0.13282642599574163
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1473.wav,vieux,homme,CEP,retraite,s,130,5377.547969543195,-0.7247172633243036
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1473.wav,vieux,homme,CEP,retraite,s,270,4269.095836353365,-0.12076059865305569
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1476.wav,vieux,homme,CEP,retraite,s,100,4063.3869784565904,-0.5758391305514439
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1478.wav,vieux,homme,CEP,retraite,s,90,1606.299943587094,1.678622561406237
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1478.wav,vieux,homme,CEP,retraite,s,130,342.3553816388081,7.621313335279798
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1481.wav,vieux,homme,CEP,retraite,s,50,3503.167869846046,0.6524473254402696
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1482.wav,vieux,homme,CEP,retraite,s,150,2683.575131611836,1.0072781787908742
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1482.wav,vieux,homme,CEP,retraite,s,260,6819.64791902112,-1.5764685717404872
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1482.wav,vieux,homme,CEP,retraite,s,140,5340.554870249379,-1.501518185169042
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1485.wav,vieux,homme,CEP,retraite,s,70,3734.2944344131333,0.45279540528993906
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1485.wav,vieux,homme,CEP,retraite,s,90,2570.9877007243886,0.7407728226368197
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1485.wav,vieux,homme,CEP,retraite,s,80,3148.9598135713322,0.6839204552411247
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1486.wav,vieux,homme,CEP,retraite,s,130,5294.039384351708,-0.3934796868552406
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1487.wav,vieux,homme,CEP,retraite,s,140,4771.291799548402,-0.17537162192517378
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1491.wav,vieux,homme,CEP,retraite,s,90,2961.126916685104,0.5806541354810668
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1500.wav,vieux,homme,CEP,retraite,s,30,4838.972966130078,-0.008820074688447477
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1500.wav,vieux,homme,CEP,retraite,s,30,2488.743008826098,0.882360604237139
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1500.wav,vieux,homme,CEP,retraite,s,50,5616.2954723957855,-0.7597362127947677
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1500.wav,vieux,homme,CEP,retraite,s,110,2166.738074395584,1.1815874291410067
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1501.wav,vieux,homme,CEP,retraite,s,90,1547.6144600132632,2.136887534093222
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1501.wav,vieux,homme,CEP,retraite,s,90,1939.2849834621315,1.5825967016657216
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1502.wav,vieux,homme,CEP,retraite,s,40,997.3891540011433,2.5862712380191053
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1505.wav,vieux,homme,CEP,retraite,s,30,2080.066804173942,1.2830947720526078
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1508.wav,vieux,homme,CEP,retraite,s,100,2738.9952228862676,0.5072287083406489
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1511.wav,vieux,homme,CEP,retraite,s,30,1839.8171239629364,1.6192880021690457
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1511.wav,vieux,homme,CEP,retraite,s,120,3777.3596575001243,0.4453413906050423
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1513.wav,vieux,homme,CEP,retraite,s,60,1785.176590067532,2.0038686458977812
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1513.wav,vieux,homme,CEP,retraite,s,100,4020.340609379766,0.07676978095532921
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1515.wav,vieux,homme,CEP,retraite,s,80,994.9604789646112,3.08707996602771
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1523.wav,vieux,homme,CEP,retraite,s,120,5388.421036256031,-0.8510531548266371
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1523.wav,vieux,homme,CEP,retraite,s,100,4092.858222058637,-0.05486246371610852
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1525.wav,vieux,homme,CEP,retraite,s,70,1651.0346474257913,1.7796840322861804
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1526.wav,vieux,homme,CEP,retraite,s,90,3309.0935067779565,0.5056019371407705
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1529.wav,vieux,homme,CEP,retraite,s,30,339.67111171102374,9.962748148650737
ESLO2_DIA_1227,ESLO2_DIA_1227_T1_1530.wav,vieux,homme,CEP,retraite,s,80,4709.5513388709005,-0.29317606145721997
