fichier,age,classe_age,phoneme,left,right,duration,COG,spectral_tilt,f0,harmonicity,CPP
labise_1235,22,young,ɔ̃,l,v,110,546.895381965597,-27.717653979649697,244.7305776058233,7.514770046443777,6.885364688945022
labise_1235,22,young,v,ɔ̃,y,70,436.7527152909697,-22.234079991655374,248.29752339173632,3.2567592536054946,3.9139267471374346
labise_1235,22,young,y,v,ɛ̃,60,366.85209892529224,-15.319785583641291,224.65293023823648,4.1192691409506486,3.5435471547547834
labise_1235,22,young,ɛ̃,y,v,90,745.8915518872822,-17.467706629498707,221.8239923839858,4.962806095915015,7.7799646228086745
labise_1235,22,young,v,ɛ̃,w,50,304.3174171577986,-22.09736442682558,204.8088795689859,4.496370904321475,5.8679077422490415
labise_1235,22,young,w,v,a,30,336.0155136613148,-23.185076044024612,213.78019509818694,2.576152277325952,2.547936575920605
labise_1235,22,young,a,w,j,50,488.2105932245973,-22.85047666971731,222.62359456064192,5.479629627548791,6.734676579026379
labise_1235,22,young,j,a,a,90,362.10038710599105,-21.569526495419197,221.95627411573966,4.048288056543717,4.469952203703692
labise_1235,22,young,a,j,ʒ,50,591.9955710220239,-13.909076781126641,220.47504604537758,5.3785551710193635,7.759836727988341
labise_1235,22,young,ʒ,a,œ,80,2679.692260926028,4.884941049864836,212.18364863668603,3.076719570325221,4.2702441439802445
labise_1235,22,young,œ,ʒ,ʁ,130,785.9184538959942,-16.720293782554773,227.62943362381503,5.814757153863351,8.438369089940014
labise_1235,22,young,ʁ,œ,c,80,1335.4566657445794,-8.352731997725027,278.71855851309886,-6.401226177988382,4.172472886460486
labise_1235,22,young,c,ʁ,i,70,2149.65388496538,-0.37089031973531594,260.6909143948627,0.7659263392079072,6.95353817548943
labise_1235,22,young,i,c,s,50,303.8584339045774,-23.65354958341809,246.8195563462011,4.497068467436868,3.89082833333011
labise_1235,22,young,s,i,a,70,4921.206682156545,5.475688968099485,216.2189635660241,1.8285868554190257,5.274545613181907
labise_1235,22,young,a,s,v,70,645.3905255533713,-16.015987028957714,214.17657141322263,5.03082493310864,9.479053489387095
labise_1235,22,young,v,a,ɑ̃,50,345.4145452150784,-21.925439219041778,206.89498834662294,4.721223609436517,4.040189424599281
labise_1235,22,young,ɑ̃,v,s,70,640.0675834291558,-26.694636030225276,213.1660802756952,6.082428208862801,7.408922370262927
labise_1235,22,young,s,ɑ̃,ɛ,80,4363.091513930574,3.551272716917545,225.89271013569888,1.8805152331176238,3.3734335700444724
labise_1235,22,young,ɛ,s,ɑ̃,120,252.14021522597073,-22.598445441342733,208.91199383156206,2.741071505287818,4.258707595509584
labise_1235,22,young,ɑ̃,ɛ,v,80,707.6039827342875,-21.39335977220016,221.98508582049269,5.930752370588344,8.197101863740322
labise_1235,22,young,v,ɑ̃,l,70,315.83050551477277,-23.51633902586054,208.45053889452842,2.7067556040155294,6.054269054799604
labise_1235,22,young,l,v,ɔ,30,278.936664808541,-22.649541538525853,207.5602893128715,4.701579949596199,5.645519735598544
labise_1235,22,young,ɔ,l,p,60,435.23077866401417,-25.815306024255303,219.38781907226317,6.068916061881026,5.494265244844692
labise_1235,22,young,p,ɔ,e,70,395.7013814749001,-26.98851225411863,215.24646507038614,3.8319547907612153,4.8366522338052675
labise_1235,22,young,e,p,d,70,463.1184473883861,-18.505997031692097,230.01419894413806,4.869732383075736,10.794995116139358
labise_1235,22,young,d,e,ɑ̃,50,406.80207746540015,-24.647786705640105,219.33631436086108,2.3763922728486877,3.4895150766874643
labise_1235,22,young,ɑ̃,d,s,90,650.5377841236502,-22.759064278127447,199.84532523418423,5.54483154833388,11.268722883216542
labise_1235,22,young,s,ɑ̃,ɔ̃,120,4910.215566601703,5.538656814639877,209.0072262083042,4.019711710335035,5.17817810219575
labise_1235,22,young,ɔ̃,s,m,60,433.9412323649509,-28.9972238083273,216.30702887565013,6.070001484525243,4.4596483177180515
labise_1235,22,young,m,ɔ̃,ɑ̃,50,326.4682854612941,-29.710421664375936,207.61402310116858,2.3532604835018303,5.29657501597623
labise_1235,22,young,ɑ̃,m,t,100,615.9475697438739,-26.750086030650188,211.248716407932,5.160320391902237,5.601790700713831
labise_1235,22,young,t,ɑ̃,o,100,587.7544262985938,-14.740198091912081,222.10841936358568,0.35499440054344683,8.678540953631646
labise_1235,22,young,o,t,_,190,481.2450087524476,-34.10531135410322,246.27063623380664,5.242303123146456,7.332740815899044
labise_1235,22,young,_,o,i,50,707.0944024253702,-14.00434512481317,210.27790748841525,-0.7459302425443368,5.449186423200775
labise_1235,22,young,i,_,l,120,458.57156991480275,-14.487902228781046,106.20310036559871,-1.0344163197121505,4.352049127255972
labise_1235,22,young,l,i,s,10,342.61013448262315,-19.241985142975945,217.84786814561681,3.0463503270373407,7.7638558537025535
labise_1235,22,young,s,l,ɔ̃,100,5026.7029358684085,6.304109260926389,228.39566014217868,0.2644176023897809,5.6958768481908395
labise_1235,22,young,ɔ̃,s,t,90,489.80965582672525,-26.048967376444516,221.71309834549984,6.283899639346561,7.3084294539728925
labise_1235,22,young,t,ɔ̃,ɔ̃,70,467.87013365324145,-21.110527070230013,216.57179297260816,1.5412240803044954,4.838083040520269
labise_1235,22,young,ɔ̃,t,b,70,447.03743976134336,-27.0219680755713,220.961433034682,4.651428123954016,7.757700297023844
labise_1235,22,young,b,ɔ̃,e,60,342.3917480637594,-34.41465012866405,216.35289960146105,6.008442821175594,3.545950227931705
labise_1235,22,young,e,b,d,60,483.3768250738769,-14.777325649121808,216.72426640401903,6.255260561599238,7.477933206768402
labise_1235,22,young,d,e,a,50,350.5771899057874,-21.335029949463884,208.84502986311685,1.5003603041832805,3.4024785328840634
labise_1235,22,young,a,d,k,80,695.5078704222659,-17.84512643680669,211.69510467908034,5.717098720363884,5.726921271148099
labise_1235,22,young,k,a,ɔ,90,534.3721954523664,-20.265475694166327,209.18901082049732,3.9865050358769363,5.50999927114879
labise_1235,22,young,ɔ,k,ʁ,90,744.0318150014087,-20.53578086053252,225.17962325201339,6.229968678058801,8.925099295605206
labise_1235,22,young,ʁ,ɔ,k,80,1207.869180622778,-8.604474038839125,238.51549909137066,-0.5909186861786727,5.517307080301423
labise_1235,22,young,k,ʁ,ə,70,524.6564604209633,-16.596861804088817,237.7966962876315,1.4886887145696268,5.913990113620217
labise_1235,22,young,ə,k,s,40,401.57782702024184,-21.856126651653515,224.69251005723652,6.056996881153676,4.226555723218675
labise_1235,22,young,s,ə,ə,100,4694.581914158662,6.252974227599765,223.64700627078702,3.638297413833078,3.86178460017386
labise_1235,22,young,ə,s,l,60,462.84957277444295,-19.019862835062952,222.87268604315582,4.5097308332338235,9.804368646263631
labise_1235,22,young,l,ə,ɥ,10,385.9587411761354,-16.596920599861193,215.7013117782941,4.124230540181753,7.048225311370324
labise_1235,22,young,ɥ,l,i,70,311.69056884378483,-22.969045138293964,211.12832229551654,4.119200296998604,5.545055834700592
labise_1235,22,young,i,ɥ,c,100,389.2239981348004,-15.837669077777266,238.47987642753225,6.466356386236227,8.141305225385024
labise_1235,22,young,c,i,i,100,3450.815087263952,4.726342646826507,248.59393906863306,2.821676766772809,7.0907821829976125
labise_1235,22,young,i,c,a,40,395.9886919720078,-18.28271758509054,235.59230870309506,3.6162728875464687,5.731876341106042
labise_1235,22,young,a,i,ʁ,60,726.4406084090014,-15.480464144736938,214.61466859725766,4.3644821299764285,8.684527777648366
labise_1235,22,young,ʁ,a,i,50,655.8684641942034,-14.042898695519712,211.5817958026417,2.5141758271236614,8.419502504246566
labise_1235,22,young,i,ʁ,v,100,402.56848975089736,-16.443293894533852,223.06398269101626,3.9318148215035365,10.86913987720866
labise_1235,22,young,v,i,ʁ,40,358.76580700500654,-17.00193932131913,217.08903554038164,5.192682667959572,3.7188774227965418
labise_1235,22,young,ʁ,v,ɛ,60,835.2644031587915,-9.756931585453557,224.42186731315485,-1.2544323960947155,3.9675669125820394
labise_1235,22,young,ɛ,ʁ,l,70,570.3424676890211,-12.863481916645377,224.53173752995542,6.2047711740953995,8.80513535746957
labise_1235,22,young,l,ɛ,ə,10,397.47433367001577,-22.51728011423459,214.2702587843209,2.8371599282056055,8.2797076107035
labise_1235,22,young,ə,l,p,60,442.3126112570569,-24.814315416370405,213.21240728773677,7.577853703186905,6.530156209587705
labise_1235,22,young,p,ə,ʁ,60,425.63429999777895,-25.07006628235348,207.67815594883484,9.970429207877034,6.008626998255048
labise_1235,22,young,ʁ,p,ə,70,1713.7284709321889,-3.958105029261661,231.32942924312698,-2.797866284273865,3.3277078772387765
labise_1235,22,young,ə,ʁ,mʲ,50,482.2657230929737,-25.369739006657163,233.94750810391616,5.204154430755461,8.724066581660253
labise_1235,22,young,mʲ,ə,e,100,327.81503469858035,-30.047304066052153,232.95780272634812,6.676318971306337,7.634426056857237
labise_1235,22,young,e,mʲ,a,70,548.6780080640107,-13.958484529470027,241.37603151371442,5.872592676883967,9.175836138373622
labise_1235,22,young,a,e,l,30,655.268710448985,-13.253144182747405,232.88568398670512,5.09288907520121,6.62347075258654
labise_1235,22,young,l,a,ə,30,396.54507195138916,-17.827511238105643,219.52949935394733,5.131157225169234,7.516343002171368
labise_1235,22,young,ə,l,l,50,456.73885840852427,-18.273098828204613,209.2865285724012,5.894731639982139,9.574598523669751
labise_1235,22,young,l,ə,ɥ,30,365.1809173627589,-26.546664799306313,204.43275081669853,4.725229329719024,4.699413614182943
labise_1235,22,young,ɥ,l,i,50,295.4546699133491,-24.259958740466708,208.91135183303547,5.084177656414389,4.035918658385632
labise_1235,22,young,i,ɥ,f,70,351.84474604148323,-17.738437691041863,218.9004612224465,6.020985230484191,8.111818454187421
labise_1235,22,young,f,i,ɛ,80,2682.1653357025352,5.813032158080029,226.39311063989635,0.08575890897911109,4.37353716610229
labise_1235,22,young,ɛ,f,ʁ,50,546.2922918648954,-15.869777411697754,240.2851010839969,2.074616357460127,9.818468783160192
labise_1235,22,young,ʁ,ɛ,o,60,573.9922974069356,-19.670773497699347,232.5085634284451,3.0149484602455443,5.699004834842317
labise_1235,22,young,o,ʁ,t,60,447.00447878532606,-25.381282143249138,222.62586392006116,5.914416888964952,5.906711899680348
labise_1235,22,young,t,o,e,90,437.01714739006707,-22.33161336510202,218.18388136848912,1.221852525771119,4.558984243437043
labise_1235,22,young,e,t,s,90,465.1196525832015,-20.089584440487055,235.30485618857662,4.945246367320867,9.980326325985628
labise_1235,22,young,s,e,ə,80,3305.4193529836098,-0.9474963763415717,242.00134876746017,0.6793041700018704,4.1285275882726005
labise_1235,22,young,ə,s,ʁ,60,457.6931243009698,-20.509789537120678,234.80030666762738,1.3991015882584814,7.629040936936153
labise_1235,22,young,ʁ,ə,ɛ,30,475.0449943325071,-20.087229729744852,209.93661532655526,4.734126266009326,3.9719125012625685
labise_1235,22,young,ɛ,ʁ,ʁ,80,575.4202803436491,-12.666004939992913,211.14056335528159,4.039555657544126,10.97192057310648
labise_1235,22,young,ʁ,ɛ,ə,80,483.7723873910056,-16.738777093100627,207.53531865808233,1.0931386807082046,4.603852513649774
labise_1235,22,young,ə,ʁ,k,50,442.40377108315033,-30.27532931540369,215.27470354383138,3.8616912033345505,5.103414320408546
labise_1235,22,young,k,ə,ɔ,80,428.6944777339635,-25.287118865540318,212.78687590857314,4.087283587537764,4.785196793753971
labise_1235,22,young,ɔ,k,n,50,423.69054216255574,-29.241572390948043,220.0277359588924,3.4032752853440633,8.207480769528333
labise_1235,22,young,n,ɔ,y,90,305.3616322068327,-35.56657251417916,210.2673688346215,3.3850606576143605,3.5487359933036204
labise_1235,22,young,y,n,k,60,366.0330590729933,-15.361973916423446,225.93624700251866,4.922636529949134,9.7523814356074
labise_1235,22,young,k,y,ɔ,80,559.8165460382749,-17.10076419045862,232.93292020259443,5.824700548207358,8.040770460813754
labise_1235,22,young,ɔ,k,m,50,501.14059642450405,-24.808012296702977,235.45168726870438,4.2244446091292795,7.882753560076691
labise_1235,22,young,m,ɔ,l,60,358.90070605124157,-27.67448372169418,221.02163348546932,6.209385979240548,6.712060089122863
labise_1235,22,young,l,m,ə,30,299.39416448636496,-28.860092449441915,210.2795876243996,3.556670228315837,9.324466312421045
labise_1235,22,young,ə,l,p,50,432.3540803376801,-25.455166869973823,209.5483861848518,5.506149571926987,6.093130383470781
labise_1235,22,young,p,ə,l,100,427.74594834680937,-24.179717361060238,419.0328995910972,7.545557578140915,4.248968082396981
labise_1235,22,young,l,p,y,10,2282.8684775299294,5.436435770022207,290.8218262447343,3.5673764644883645,6.537179483054151
labise_1235,22,young,y,l,f,50,407.1588481032729,-17.65984476489953,220.43153579362468,5.5229854989582705,7.237601439055163
labise_1235,22,young,f,y,ɔ,100,1986.0184063196082,-2.5392239015115785,197.27006137139568,0.37226599081748946,5.153489150399579
labise_1235,22,young,ɔ,f,ʁ,130,665.4042683547436,-23.341829557021697,202.29384207618116,4.426598027804505,8.858776675656424
labise_1235,22,young,ʁ,ɔ,_,140,1767.7197813432192,-3.992325883362011,94.7064588901139,-4.667293848395828,6.275127951780973
labise_1235,22,young,_,ʁ,a,640,695.8632393335191,-11.393605345622515,85.46610851417793,-7.150829741887556,5.716909797744169
labise_1235,22,young,a,_,l,110,865.7898185055953,-13.029444138306092,99.90715645926134,-1.0787267648436274,4.895030092619647
labise_1235,22,young,l,a,ɔ,50,381.7366613035243,-26.1417807542599,205.524287067834,2.222588001565316,3.143742145162687
labise_1235,22,young,ɔ,l,ʁ,180,773.435427633895,-23.481128743033352,207.11273553477497,3.1654446426305376,9.41109384861835
labise_1235,22,young,ʁ,ɔ,_,110,1254.2336635409024,-8.24881794549697,238.3807816208949,-2.143836912157175,5.143770153785814
labise_1235,22,young,_,ʁ,l,150,1623.667912833197,-5.067683215931147,255.71116462319318,-1.8260627470837851,3.434998602323395
labise_1235,22,young,l,_,a,70,324.8034834174313,-19.751565573219864,271.2503311649719,9.035966260590067,5.5074131760595195
labise_1235,22,young,a,l,b,70,630.3983655270507,-18.365118760644396,209.1894544514738,3.899708436421733,10.211053381595226
labise_1235,22,young,b,a,i,70,302.26585593920186,-30.03126070777805,203.51203589437492,2.9528250361583988,4.323213084874371
labise_1235,22,young,i,b,z,90,346.88433185657743,-19.100438838418462,234.45330389534686,5.002351550447739,9.648384682638369
labise_1235,22,young,z,i,s,70,4063.1123879316383,2.754435571545452,228.60925518010464,1.2337684342287838,5.665146457873768
labise_1235,22,young,s,z,ɛ,70,5254.094543397822,11.075766922689017,235.81043306828334,4.128737609887976,5.65825943075238
labise_1235,22,young,ɛ,s,m,60,450.71590271086825,-17.139946822379194,217.16257482211225,3.6889831132285873,9.804997590310194
labise_1235,22,young,m,ɛ,i,60,326.1237918192542,-34.772605785784954,211.09753144601328,4.556389710749457,3.8743987063323146
labise_1235,22,young,i,m,z,60,386.068698741435,-19.361606745264687,220.13609414361335,6.360449328774191,7.929995007329761
labise_1235,22,young,z,i,a,60,710.0664102387996,-11.371406310399571,214.7602129513072,8.387925388053233,5.656078480163419
labise_1235,22,young,a,z,s,70,588.6891852204016,-16.583558291809823,215.7578875968987,5.997765051777234,5.733748681150585
labise_1235,22,young,s,a,u,90,3319.801840818653,0.5259661191620653,211.21604651682938,4.259777510525239,3.392181350739155
labise_1235,22,young,u,s,f,70,341.16754525059144,-31.12514998245766,230.78743652756114,5.887124245684938,5.39668952742659
labise_1235,22,young,f,u,l,100,2221.4183311256247,-0.5932509791768901,227.12341199212204,-3.0901303525155024,4.337751336466459
labise_1235,22,young,l,f,e,30,2329.1755506566437,3.9908389827484134,260.0978435725198,5.059859869162714,5.916828807311304
labise_1235,22,young,e,l,d,50,518.6754827763672,-13.112321234657696,234.3839347628607,6.548841304416141,9.842113160354627
labise_1235,22,young,d,e,ə,40,401.7878896821233,-25.357067500271988,218.78369803328823,1.626242880099609,5.02293996468484
labise_1235,22,young,ə,d,t,60,434.9147674898861,-20.002699212934814,211.49544028093086,4.675198494181582,8.617075263456158
labise_1235,22,young,t,ə,u,90,424.60641336249313,-25.41997946125417,205.31337853404716,10.106370892266568,4.686363295470549
labise_1235,22,young,u,t,t,50,314.05516958843725,-28.83234544612181,245.5089920306036,5.213815444217051,4.782677516080098
labise_1235,22,young,t,u,s,50,427.3822652043712,-17.333566524424505,227.72064691370736,-1.3032267242121065,4.073500094667794
labise_1235,22,young,s,t,e,60,4930.104831896748,10.165707460111946,245.70511160432275,2.050023348313438,4.634521332528982
labise_1235,22,young,e,s,f,70,430.7568216010029,-19.109284344129875,224.6446866388261,5.074168976350631,8.731951932274116
labise_1235,22,young,f,e,ɔ,110,1938.4147448447081,-1.9146388526360105,216.77589222474032,-0.46552632749864753,3.8576383249228936
labise_1235,22,young,ɔ,f,ʁ,120,730.1469355933899,-22.485008367503738,213.28523283004748,4.360755383749301,9.83031906695729
labise_1235,22,young,ʁ,ɔ,s,70,429.38319912826944,-22.002823460726603,239.21174667935293,3.415732300128437,3.7688718877269762
labise_1235,22,young,s,ʁ,_,140,5792.466180732838,10.37844384105436,233.6742099111601,-2.451074328789765,6.2161512899639035
labise_1235,22,young,_,s,m,190,2208.044257745712,0.13879901156675475,242.47453099431732,-2.92829724629944,5.647608023338087
labise_1235,22,young,m,_,ɛ,60,292.9681676165739,-21.553886795449067,249.14144090579535,6.594880597585182,4.4988360477673925
labise_1235,22,young,ɛ,m,p,70,466.92930916963843,-14.375371607185976,204.9084098058188,3.3484652480957506,9.623246813498703
labise_1235,22,young,p,ɛ,l,110,451.6661483629841,-19.337056362154996,204.8960237750255,7.742958973602202,4.253052154411594
labise_1235,22,young,l,p,y,10,2295.7934560918243,0.629514356572367,244.3543987160742,0.11003656826310182,4.799704967647215
labise_1235,22,young,y,l,z,40,314.1807745971179,-21.386618566814533,242.04278820473655,4.2230002260617,5.326623045072327
labise_1235,22,young,z,y,ɛ,50,444.9280925637163,-16.793155463121966,221.40127894892373,3.925461135603387,5.3644624203616145
labise_1235,22,young,ɛ,z,l,110,676.8836850865447,-9.863890531289316,229.2075240078041,6.312862027537822,8.807537633550767
labise_1235,22,young,l,ɛ,s,10,380.7164957391301,-26.844012596631114,224.3298828156128,4.424751719979744,4.795785180681188
labise_1235,22,young,s,l,u,110,5311.496637354312,13.162948484338738,237.09712725912223,3.8140755777844304,3.3021588126203816
labise_1235,22,young,u,s,f,60,316.8667930955843,-30.848555756680312,231.87767144687854,4.800842288419761,4.767262745492589
labise_1235,22,young,f,u,l,120,2957.0138563258906,2.536082810031715,224.1257075084178,-2.931902343034567,3.8659876140342364
labise_1235,22,young,l,f,ɛ,40,1439.4043599514582,-2.814653787210905,240.7708995557703,-0.9916465622477776,4.716457813998076
labise_1235,22,young,ɛ,l,_,160,418.12821597660513,-21.201790488595588,241.9543873340096,4.16245562201251,5.464867804048005
labise_1235,22,young,_,ɛ,p,210,1504.5476363896362,-4.427456959088823,249.19233788121258,-0.06818562165746055,5.636279850963798
labise_1235,22,young,p,_,l,80,1641.5493551938844,-4.452260318508399,253.4956029329414,0.17623009615588664,5.918033347956554
labise_1235,22,young,l,p,y,10,2039.8530408606305,-1.530894296110956,254.83109898347791,2.9257712301805667,5.034617826293184
labise_1235,22,young,y,l,l,70,425.0384508363186,-17.880919814609374,238.2149163521534,6.408809362402344,7.625353577022235
labise_1235,22,young,l,y,ə,10,325.39373894944,-24.797525771995304,221.7664057198767,4.027859238617175,4.9237495408209515
labise_1235,22,young,ə,l,v,60,455.66605080286973,-21.75070963181536,217.04698082762297,8.252680007235934,7.9448191311526
labise_1235,22,young,v,ə,w,60,315.5431800372602,-20.994429283263397,204.3208620670494,2.011118280540429,7.9366365541130985
labise_1235,22,young,w,v,a,30,300.28809395519073,-26.455204412039777,211.5538992074286,2.762484925398676,3.0271128004551815
labise_1235,22,young,a,w,j,50,503.6023895419065,-22.615204510155547,220.41394310077624,5.2669693171468035,9.71352963828774
labise_1235,22,young,j,a,a,70,446.57001971275207,-14.809586731789206,218.38461279626387,6.286158296913888,7.428508880366463
labise_1235,22,young,a,j,ʒ,70,674.3692125495351,-14.567413130896462,219.0117922753812,3.259030180014637,8.287910374402838
labise_1235,22,young,ʒ,a,œ,70,2965.642816767445,7.270308300420725,202.14883769185818,5.171318106106117,6.043114728119946
labise_1235,22,young,œ,ʒ,ʁ,90,679.6329384760797,-14.415051816444462,223.28412372456975,3.748987762011361,9.328921910417487
labise_1235,22,young,ʁ,œ,s,60,403.7145831974834,-22.30142713850066,241.89741219837444,3.7183113315659093,4.076893225932851
labise_1235,22,young,s,ʁ,ɛ,100,5140.295070978967,5.543878061999568,237.7663632052392,1.159046122255806,3.349372582423296
labise_1235,22,young,ɛ,s,ʁ,50,480.0403864000266,-21.540657798232644,234.9112300936187,4.706388697129804,8.695177994558307
labise_1235,22,young,ʁ,ɛ,ɛ,40,437.2289183620098,-16.955014896468064,224.22006509736735,3.8894724760400115,7.459189893222417
labise_1235,22,young,ɛ,ʁ,s,70,501.32564194374817,-17.54950992996069,239.40426637608326,5.9568875899002185,10.26051748086018
