fichier,age,classe_age,phoneme,left,right,duration,COG,spectral_tilt,f0,harmonicity,CPP
labise_1078,80,old,s,ə,ɔ,110,3336.315048721676,1.1621129414519988,186.51085387978208,3.195751974880751,6.3492960276841846
labise_1078,80,old,ɔ,s,l,80,376.7893009090384,-29.955532906188118,215.67466435424274,3.333889120445521,5.661633997598642
labise_1078,80,old,l,ɔ,ɛ,10,287.9876770200931,-27.648440072602114,192.80614719936798,1.0515769108195534,5.218755371647291
labise_1078,80,old,ɛ,l,j,70,426.056363063838,-17.642512993189975,212.00007731107763,3.585446674092779,4.613527207263949
labise_1078,80,old,j,ɛ,k,100,276.6891581024276,-28.958820135689574,247.31363458621084,7.4827941828552795,6.594245782143047
labise_1078,80,old,k,j,ɔ,60,227.60770651322693,-29.789903351543373,215.20534190857134,3.628865184042393,4.821536278228001
labise_1078,80,old,ɔ,k,m,40,373.4023881869289,-34.65570372279922,222.6972753553208,2.6866585361616595,3.5130323094821883
labise_1078,80,old,m,ɔ,ɑ̃,50,218.33893332898205,-41.96510935017676,203.12250943060667,3.3908292848387545,3.0810775056139725
labise_1078,80,old,ɑ̃,m,s,60,307.32340372843686,-36.31325634382311,200.35454481846227,3.293199845882076,7.305252387359845
labise_1078,80,old,s,ɑ̃,a,110,828.5491464204392,-10.013663798744352,195.94872850017242,10.905304231668605,6.0729387449311485
labise_1078,80,old,a,s,a,50,383.37938837363413,-21.18778161540621,202.1809845223385,4.004500044378344,5.749702987784061
labise_1078,80,old,a,a,b,70,403.5872380127444,-26.497514822193125,191.2629590842664,2.3334882941126307,6.967693858595789
labise_1078,80,old,b,a,ʁ,40,197.8457547451877,-40.990542796063934,174.65485825702453,1.4565682228841237,4.480774471338375
labise_1078,80,old,ʁ,b,i,80,190.81939509832176,-34.82530038721346,167.35068267376678,2.512841806686283,4.0684177363702165
labise_1078,80,old,i,ʁ,j,90,216.81387217245342,-34.10200212574388,197.80205928164781,4.312082461556199,6.791521257728677
labise_1078,80,old,j,i,e,50,223.1714110802201,-35.82533294490946,189.6142937100013,5.069428941155543,3.6495161462153325
labise_1078,80,old,e,j,_,160,292.20018652070473,-27.65591625699798,191.84434670431762,2.5309068920792672,6.3152467376972155
labise_1078,80,old,_,e,e,160,268.36931138132496,-15.754464467463158,99.8740410878626,-12.45388587399163,6.202737962801992
labise_1078,80,old,e,_,o,130,274.41754028580675,-32.029016000857176,199.2858087941764,6.061839657296149,3.9733967211239234
labise_1078,80,old,o,e,b,40,307.2962665502789,-40.387813339358004,192.52883149158538,4.5310350320971455,5.44176490121241
labise_1078,80,old,b,o,u,90,182.44794202983928,-47.10250036672043,173.04693689010696,0.7898199169314156,2.9640350223451257
labise_1078,80,old,u,b,d,60,313.0858524573237,-39.5429080413011,200.5848978846079,2.6990470446143586,7.13547712384375
labise_1078,80,old,d,u,ɛ̃,50,195.94347175475082,-40.80295553925425,190.44527421239857,3.6399175974590605,4.681238084791547
labise_1078,80,old,ɛ̃,d,m,60,452.16158760820315,-26.213372015917233,201.80250117866834,3.9869476510082253,7.506860207792647
labise_1078,80,old,m,ɛ̃,ɔ,60,218.36302148745915,-41.73827064451078,200.16405103364906,3.477442664471538,4.276544800316099
labise_1078,80,old,ɔ,m,m,80,269.52740967482623,-41.64645437999703,199.91908305959103,3.836943172526338,5.444607312455213
labise_1078,80,old,m,ɔ,ɑ̃,70,217.45797165249058,-43.84567949197105,198.40441881328434,3.0128836445669744,4.6148966795830395
labise_1078,80,old,ɑ̃,m,_,220,307.52756721335993,-40.998640671584965,206.51768660794178,3.767460179807947,6.6740468779483155
labise_1078,80,old,_,ɑ̃,l,180,552.1878408383706,-16.688934953227495,241.51686492680787,-2.6008753286383195,4.732638870115096
labise_1078,80,old,l,_,ə,70,227.22634776445247,-37.57947948273008,222.2007623317281,6.239246786297782,3.8822175234666005
labise_1078,80,old,ə,l,v,50,300.5671693449624,-31.874932373829594,183.00135841798794,4.3548954002497915,5.259029191879466
labise_1078,80,old,v,ə,w,80,172.05849301170525,-29.860028450242844,148.68867137820504,-2.511080103442631,3.6835132115973774
labise_1078,80,old,w,v,a,30,324.3340356397747,-39.84253251679489,194.8352393194846,-1.1866585278615698,5.081049282499174
labise_1078,80,old,a,w,j,40,340.57227867253596,-28.106660129175904,202.18069136333057,2.534394763356271,5.297264930118532
labise_1078,80,old,j,a,a,70,227.2363280345626,-29.199463151552074,201.49649021751546,3.5264799767248394,7.155548909895751
labise_1078,80,old,a,j,ʒ,70,424.3334423420932,-18.35831768566066,197.64582085724538,3.961995841189008,5.451288293729778
labise_1078,80,old,ʒ,a,œ,100,400.181049222351,-11.92523090917641,170.04715214981607,12.152704581763619,5.387911297399191
labise_1078,80,old,œ,ʒ,ʁ,140,473.53679083354575,-25.967274290447065,166.99504628301204,-0.04502076537463696,6.3304362962893155
labise_1078,80,old,ʁ,œ,_,150,451.6448377509474,-31.21429790643657,177.02837308864017,1.2709851970919275,3.505257292393367
labise_1078,80,old,_,ʁ,ʁ,140,626.4415660729965,-13.936086027440089,111.21544301041881,-2.030300661906491,4.833539794447626
labise_1078,80,old,ʁ,_,e,100,208.50958505010325,-28.898221422418896,175.1318242207994,2.0742579522204134,6.173863575255568
labise_1078,80,old,e,ʁ,ʃ,60,260.6939121335068,-27.326418670475377,205.75920727539662,3.1790930694722914,7.618715718918516
labise_1078,80,old,ʃ,e,o,100,1464.8435395344015,-4.3380300200516295,181.4116787154014,7.424693847769497,4.998593310906452
labise_1078,80,old,o,ʃ,f,50,334.6248855732689,-31.621397258694476,200.9198253284755,4.062549918937815,6.3580694173546375
labise_1078,80,old,f,o,e,120,695.661550288985,-10.990189767700617,191.44727713032105,-9.149867434544529,3.9267208641999822
labise_1078,80,old,e,f,_,130,305.4291753454983,-25.4292246210369,196.7299852730543,1.0141994144890976,5.240110539381702
labise_1078,80,old,_,e,o,60,269.4078073129435,-24.497324711474548,205.1854212831435,1.5260947671340073,3.6003429333269428
labise_1078,80,old,o,_,t,70,234.16674943815127,-38.94214596784409,215.44656497472442,5.879713817483902,4.532082714277641
labise_1078,80,old,t,o,a,80,345.71384501136015,-27.88431728395084,205.27010141580385,4.341888972437081,4.642007693662709
labise_1078,80,old,a,t,s,70,406.6088693034107,-17.988938645787055,210.05022831183828,3.7251243270393575,8.296644082353236
labise_1078,80,old,s,a,ɔ̃,100,2571.997668746148,-2.662371921903844,193.6104033844295,8.833381704235725,5.750638572591839
labise_1078,80,old,ɔ̃,s,m,90,250.51041956641333,-36.83181278250306,200.17367098868579,4.695734111569126,4.827598320817343
labise_1078,80,old,m,ɔ̃,ɑ̃,30,243.9092937773439,-37.028372284463615,198.13734140134338,2.393569321228161,4.7160735453809
labise_1078,80,old,ɑ̃,m,t,80,245.82971563322477,-38.006229825050454,185.8100691546579,2.966572283909671,5.966654240708775
labise_1078,80,old,t,ɑ̃,o,110,188.47467409187564,-32.04260897309186,181.88788179483177,0.01830466429663987,4.973082149687864
labise_1078,80,old,o,t,_,200,235.15880766786893,-43.359772608876945,184.46495888877405,3.6352571370865014,5.941171614985733
labise_1078,80,old,_,o,ɛ̃,280,826.0097172173882,-11.906965109130645,132.46882423256775,-2.597667313802025,5.924679607430871
labise_1078,80,old,ɛ̃,_,s,130,454.80782769549097,-28.31247707636246,189.3729438057901,1.4037653297639117,6.040665269246704
labise_1078,80,old,s,ɛ̃,i,160,945.6549137353659,-9.049820220127204,183.30935544312027,11.13847899873981,6.766866477377715
labise_1078,80,old,i,s,_,200,225.24211171182833,-33.27694322477244,219.50083654667935,5.044028782209549,3.983853639275168
labise_1078,80,old,_,i,l,140,395.9469971057191,-15.89857440096129,217.9001147902601,-1.2193891121492688,4.249133070281659
labise_1078,80,old,l,_,a,60,227.49946043421332,-34.09948007430833,211.87271606389828,7.339353899102907,4.699735054971724
labise_1078,80,old,a,l,b,90,347.86848967427113,-22.71714317765661,189.74420786272688,4.162486790931511,7.776150997813529
labise_1078,80,old,b,a,i,80,156.75709454927375,-46.01707602204623,156.34955592223815,1.5172002144601917,5.3706413319491135
labise_1078,80,old,i,b,z,80,231.14030516610856,-29.207508893248605,212.5017517712314,4.2642211038845765,6.444499262078274
labise_1078,80,old,z,i,d,70,189.5828065664535,-27.50782860538012,182.68482705498806,-4.436786514107424,2.4797742110054637
labise_1078,80,old,d,z,y,50,169.98231855545004,-39.887197732885014,160.917818911597,-0.44540759838754135,4.693369266390213
labise_1078,80,old,y,d,ʁ,60,296.68857946882656,-33.41597861020031,171.97617057229408,0.29777248816009944,2.4471097171823244
labise_1078,80,old,ʁ,y,ə,70,158.6803371371324,-33.998090941459324,155.75484317508977,-1.2535446175676368,3.7602921767313893
labise_1078,80,old,ə,ʁ,k,40,331.2700403852805,-39.67210315153861,195.8848982749262,4.333571492987767,4.315220402474341
labise_1078,80,old,k,ə,ɔ,90,249.94077273635523,-31.535011616274925,193.79842060124946,1.2936353771039042,4.032310218546705
labise_1078,80,old,ɔ,k,n,60,341.12722614924405,-35.38204130807986,198.648750307053,4.639017024829376,7.203447559586481
labise_1078,80,old,n,ɔ,ɛ,40,225.1624609222992,-39.976598739109136,201.75755717458216,4.094895513370931,5.106278747394902
labise_1078,80,old,ɛ,n,t,80,325.40005138706925,-21.837204906544244,194.96361830435814,3.4095401796381166,5.26861343277673
labise_1078,80,old,t,ɛ,ʁ,60,392.8403276305428,-18.377188773787783,203.11128894477676,2.77065688999608,6.619518557698147
labise_1078,80,old,ʁ,t,k,60,471.78556564665854,-14.81946889950041,95.97991567405546,3.906142462800176,4.834478648298612
labise_1078,80,old,k,ʁ,ə,60,218.61752358889285,-19.608560116356035,180.97661024500968,-18.053830585957687,4.314972995765794
labise_1078,80,old,ə,k,l,50,326.87079273881693,-38.37596394125995,195.40614361024382,2.1336170721476235,4.6200197633646685
labise_1078,80,old,l,ə,ə,30,207.36701680889823,-40.84108031770241,172.0170639329018,-0.6599161341438409,5.220806718890301
labise_1078,80,old,ə,l,s,60,277.17155305151556,-34.87871780022858,167.78356830785017,3.883238969845463,5.21422776657219
labise_1078,80,old,s,ə,ɔ,110,2567.8847225160343,-2.1996237481545617,173.8624844376794,8.503091169977674,4.0942251461402765
labise_1078,80,old,ɔ,s,l,60,356.5931412955625,-31.89422591714665,201.25212153351842,4.538744600814468,5.739471515400268
labise_1078,80,old,l,ɔ,ɛ,10,273.8841221996472,-35.04108807937775,192.95117963866522,3.2896414192468115,4.756152160360533
labise_1078,80,old,ɛ,l,j,40,222.71016794362436,-38.85279015954003,192.57863024411557,1.8150605173123158,4.157958029632766
labise_1078,80,old,j,ɛ,e,100,216.27590649694173,-33.302129923667465,203.43072075210034,4.418093631578923,7.07231627247649
labise_1078,80,old,e,j,t,60,247.12322639897468,-29.275129830042445,181.74067640240318,0.9299419202129434,4.665170879286489
labise_1078,80,old,t,e,ɛ,70,264.37804387409966,-22.571929848225196,176.65663133735512,-3.1842664518548567,5.628804698497898
labise_1078,80,old,ɛ,t,l,80,283.2128612784469,-27.655546096072218,196.36535735254589,2.2137758368468154,5.3706955842328075
labise_1078,80,old,l,ɛ,ə,10,225.38828591326998,-33.74741082751608,179.8484319820808,2.1441986950782486,4.304817703374058
labise_1078,80,old,ə,l,p,50,296.2080034917154,-37.09102094757304,174.70490091734354,2.1543853227442757,5.800128868978825
labise_1078,80,old,p,ə,l,100,238.96271636989937,-29.40993806643279,167.67078113163484,-5.678917381485463,4.37233310890103
labise_1078,80,old,l,p,y,10,932.047613466664,-9.432678095655188,200.33355828581915,0.9833412097322131,7.173733264224223
labise_1078,80,old,y,l,f,40,229.37417127196304,-34.52838617629803,199.72209797526813,3.017947945829081,4.583470001571648
labise_1078,80,old,f,y,ɔ,120,1465.2186745493777,-6.563517075046699,93.67073597110176,2.518285398359456,4.688040327755799
labise_1078,80,old,ɔ,f,ʁ,40,424.455533958273,-27.145216714150777,88.83403887502479,4.66246820753115,8.186269229317096
labise_1078,80,old,ʁ,ɔ,_,170,243.8092018841697,-35.18391929354871,141.09885088446197,-0.21184844023553318,4.1765803938846435
labise_1078,80,old,_,ʁ,None,890,848.6609131940817,-11.079187219323082,152.96208468322294,-3.2296440834062206,5.405180606299563
labise_1038,21,young,_,None,l,870,1374.7120799406723,-7.7752098308508675,178.98229475618493,-0.9764777720108715,4.8980074745057145
labise_1038,21,young,l,_,a,80,289.97610264374885,-32.18777382557005,178.98229475618493,-0.8270803810839954,6.4603207178347475
labise_1038,21,young,a,l,b,80,593.1585842177902,-22.817921930488247,180.9910785089975,2.4260099070126646,10.006943639948103
labise_1038,21,young,b,a,i,70,286.4300156539144,-30.031090747134396,168.6950891034534,-1.078120277371423,5.015980752424286
labise_1038,21,young,i,b,z,160,450.54095881238845,-16.79861633136256,227.34009047729774,4.723888550605061,8.699694780743911
labise_1038,21,young,z,i,_,80,781.102854534277,-10.09849119275245,202.06291798214903,9.394548436798855,3.4260329691247433
labise_1038,21,young,_,z,e,50,458.3861165851492,-17.224602430359127,231.40201780792773,2.1712686328423922,4.91667109409757
labise_1038,21,young,e,_,l,110,464.236539746748,-20.11638278446846,201.49587842925004,2.910221885985397,9.48580106005205
labise_1038,21,young,l,e,ə,10,438.43335850256216,-18.939294727434355,183.4764657864923,5.8752016366519495,4.9363224030567805
labise_1038,21,young,ə,l,s,70,453.279875831651,-22.381683011387324,177.75192932367173,0.7859973953879347,3.4229035165776462
labise_1038,21,young,s,ə,ɔ,110,5447.122008323888,23.710680535562354,203.507112928543,6.664993703393943,5.368683221141438
labise_1038,21,young,ɔ,s,l,80,505.51429387159425,-20.43662671906466,219.820337337648,4.364991817869328,10.793400324870717
labise_1038,21,young,l,ɔ,ɛ,10,437.4988026070575,-20.411354325847984,209.9947278645292,5.474350902426185,5.043539313083912
labise_1038,21,young,ɛ,l,j,70,652.5293950968244,-17.37827083402351,213.55400658380916,4.199266776211421,12.485417474297435
labise_1038,21,young,j,ɛ,s,60,444.7779089687656,-22.071071137844328,216.63294423839295,3.730110783198126,7.8565584947702
labise_1038,21,young,s,j,ə,80,5490.6122338636915,12.18117604535012,200.79418417454968,1.6571922355884505,4.355284648550496
labise_1038,21,young,ə,s,d,50,420.1838386205036,-19.3314958639446,194.3485027674331,3.9738736660220453,5.761294678529239
labise_1038,21,young,d,ə,i,60,256.55057934092935,-26.339794034069005,171.99281268431798,-1.354217644124278,4.9212260272927
labise_1038,21,young,i,d,s,60,415.69852645753974,-17.51810034898034,188.6564981649556,1.1296981139031383,6.044612020423539
labise_1038,21,young,s,i,p,60,4434.555585416503,7.101793954651918,166.30821072885638,3.389361096520936,4.225414572875914
labise_1038,21,young,p,s,y,70,2098.8301754450035,-2.5923529160989913,176.4525357323409,-0.4144503544570769,4.261768110802333
labise_1038,21,young,y,p,t,80,349.2871655884412,-19.139761500656483,185.12776942352988,2.705592066562491,9.318066712952552
labise_1038,21,young,t,y,ɛ,80,872.3172372707111,-9.649009104252377,190.90259653417547,-1.1697900026845691,4.945915773533477
labise_1038,21,young,ɛ,t,_,190,452.6107610326557,-23.4901285056193,217.53371428469023,3.3727789450733123,9.81827103131609
labise_1038,21,young,_,ɛ,ʃ,110,1394.8486431587487,-7.540350081236187,228.34300322192692,-3.7424916133143613,4.9525898166287305
labise_1038,21,young,ʃ,_,a,110,4322.670835822975,19.69123074972754,211.95104232797902,2.68423075050399,3.81706808413763
labise_1038,21,young,a,ʃ,c,70,601.9737207352945,-21.521831179016516,193.57805625944002,4.479468028562595,12.949571271197126
labise_1038,21,young,c,a,ɛ̃,70,658.5759820523654,-14.902527423214645,199.55659872358314,2.022995670378426,4.939019293349604
labise_1038,21,young,ɛ̃,c,a,120,677.7587092005069,-23.271005336520133,218.2480455092979,6.470291740733737,8.553741245079989
labise_1038,21,young,a,ɛ̃,s,40,592.1481253608831,-27.41094603822625,198.79945908984803,2.761048039659975,6.128228622003062
labise_1038,21,young,s,a,y,110,5115.020597449118,15.368031617643933,195.86868444264093,3.5212148707921234,5.7686383028352015
labise_1038,21,young,y,s,ʁ,60,431.24026162770247,-22.931708948751854,199.83889888782215,1.6563844881331198,6.757544411522456
labise_1038,21,young,ʁ,y,ɑ̃,40,562.7579226693076,-33.37607104277026,191.6163114443213,1.4734404162854486,5.88286882779645
labise_1038,21,young,ɑ̃,ʁ,c,120,674.6334320956771,-32.12334735037152,218.26812880458422,4.11227962285687,9.970650392766155
labise_1038,21,young,c,ɑ̃,i,80,3696.8062887590104,7.950193597973919,201.60357997136856,4.504925400530868,4.352319042971333
labise_1038,21,young,i,c,l,50,420.44608362115093,-17.747644932233,206.01657976144048,3.8459637909100257,6.075950204350157
labise_1038,21,young,l,i,e,10,398.87269826366645,-17.71004170765139,188.21065115098335,2.1357532134101618,4.64866889384245
labise_1038,21,young,e,l,t,90,429.7451063406505,-20.431052009745436,193.07325738880343,5.09357273704651,6.143849097384982
labise_1038,21,young,t,e,ɛ,70,534.0427954707237,-14.691153413639395,190.94214440524325,2.3253420562022544,4.980792617152652
labise_1038,21,young,ɛ,t,l,80,423.8507697780201,-22.7347803937553,205.5045936231169,2.8431450497055364,9.698425858855158
labise_1038,21,young,l,ɛ,ə,10,382.2958560391891,-23.843962612028324,190.67080101827383,0.9837051527157281,3.1154827913944096
labise_1038,21,young,ə,l,p,50,408.41402541919325,-26.191178347360587,190.7235325032064,4.703153460222033,6.4856405548091205
labise_1038,21,young,p,ə,l,120,1793.3780036100825,-3.555396819597218,173.41060665339234,-0.5508276812692957,4.711117619369459
labise_1038,21,young,l,p,y,10,2139.9673589922972,0.15054735860092716,190.25772490916364,-2.8569917895744767,6.519624593876078
labise_1038,21,young,y,l,f,40,351.0715377300334,-23.830417819799088,193.7637698915133,3.1538986092811445,5.373665153289277
labise_1038,21,young,f,y,ɔ,110,5357.922775303901,2.3391231606091236,184.31646930312723,-3.5444338207777912,3.911017243816638
labise_1038,21,young,ɔ,f,ʁ,100,571.2503965629516,-26.5872391433987,172.2965422175101,4.325903867524664,6.006867647512845
labise_1038,21,young,ʁ,ɔ,_,200,484.0340529357436,-20.1817119070531,138.04445107900298,-4.937977443216641,6.285765055416325
labise_1038,21,young,_,ʁ,k,810,1180.2565080714955,-9.597117054958998,173.84071799861013,2.511479152684934,4.626502562384536
labise_1038,21,young,k,_,ɑ̃,70,2013.5069125309815,-4.134721303705589,205.02954462163422,-3.584284865260541,7.339218649718467
labise_1038,21,young,ɑ̃,k,t,90,590.5479868657213,-28.874153880078495,206.06240869208813,2.927100784122145,11.848504244749
labise_1038,21,young,t,ɑ̃,i,80,3985.7572804310635,5.738072118275081,199.57082477269017,2.5701041057939644,4.64327078833116
labise_1038,21,young,i,t,l,90,470.91988835787265,-14.576910845086013,213.53749252841385,7.311298219057168,8.43146039992861
labise_1038,21,young,l,i,ɔ̃,80,966.0423777719247,-7.923394361956282,184.34634569462654,6.214622238716881,5.79979833977378
labise_1038,21,young,ɔ̃,l,v,110,587.4329129003661,-29.899656893698317,221.73605017186296,4.508730538091258,9.173201072457834
labise_1038,21,young,v,ɔ̃,y,90,643.5348392362815,-13.403733939840043,185.38327179036125,5.5832698171471895,4.620028240159249
labise_1038,21,young,y,v,ɛ̃,50,459.64297437453774,-19.297969494038313,196.73081479307893,2.397969940757882,11.652145224807988
labise_1038,21,young,ɛ̃,y,v,80,621.5337281584631,-25.147001026100693,192.36925803351295,1.3674690102660607,6.959346865770926
labise_1038,21,young,v,ɛ̃,w,50,416.53044905713637,-19.301689209816445,173.9480137744062,-0.6930930820427323,4.9505968156974225
labise_1038,21,young,w,v,a,30,337.689663343801,-22.699028166888052,198.679653704345,1.940842787472036,3.9292191694616205
labise_1038,21,young,a,w,j,50,589.1667750833127,-23.464433650231896,200.72539908841296,2.7780715982742383,9.331751517098217
labise_1038,21,young,j,a,a,80,443.778097915681,-18.116932816584487,195.99208990363877,5.353484284135823,8.71112581223302
labise_1038,21,young,a,j,ʒ,60,593.9758616828178,-23.230598132236313,194.78631206558612,7.891119450829769,8.894600839961024
labise_1038,21,young,ʒ,a,œ,80,2822.8287435861494,2.2573763531004314,178.6748928540233,5.199927619000211,5.856851411590038
labise_1038,21,young,œ,ʒ,ʁ,140,613.3875365776141,-26.235658392718282,199.56591054632904,3.5358787066181434,9.570353400344942
labise_1038,21,young,ʁ,œ,c,70,1195.683365401096,-8.848609913425314,229.0508158693525,1.8589087712939105,6.480749442563951
labise_1038,21,young,c,ʁ,i,70,3391.4707686320016,4.613278791194012,214.1884008404547,0.6691525011842424,2.3876676415001636
labise_1038,21,young,i,c,s,50,395.91244507595906,-18.318687377925357,192.92268791912224,5.529882040426346,7.52559891859714
labise_1038,21,young,s,i,a,70,5584.308818535986,10.554405468041828,196.05798196265906,1.7118729525956948,4.282077964251611
labise_1038,21,young,a,s,v,60,598.3765306326491,-18.500305413418204,203.99831853729114,3.8031523599874886,10.33858331585292
labise_1038,21,young,v,a,ɑ̃,50,459.3927001634999,-25.484313131658986,175.35864643331496,4.1503394214153255,4.934631758757857
labise_1038,21,young,ɑ̃,v,s,70,598.7690708801499,-31.57760864366957,182.62568956068802,2.535948272738972,9.183695797551906
labise_1038,21,young,s,ɑ̃,ɛ,90,5342.942021992658,15.633338154925159,192.66069450978753,7.376321372170308,3.941990856009929
labise_1038,21,young,ɛ,s,ɑ̃,120,366.09323504308895,-16.939067202609674,175.49679227431724,9.952387075182958,4.095742830049495
labise_1038,21,young,ɑ̃,ɛ,v,90,652.3331359630146,-32.02767244856046,193.66328551321888,2.001067841256333,6.375372950952038
labise_1038,21,young,v,ɑ̃,l,70,520.6045636828712,-18.12817574133274,172.21443367418354,-1.5699808231148105,4.535832213890066
labise_1038,21,young,l,v,ɔ,30,345.27983271285166,-30.020734872030758,184.54934999665443,3.58870661491488,8.002032098739782
labise_1038,21,young,ɔ,l,p,60,428.3281169613864,-32.93056516133071,191.67692529185322,4.550431356498735,7.199704846616077
labise_1038,21,young,p,ɔ,e,60,529.2552429179583,-18.71945134512727,195.51793109126442,-1.5098616848412183,4.827242778108998
labise_1038,21,young,e,p,d,80,454.6706665986535,-22.891453465763373,218.96223626521999,5.0890295312933285,10.370703344400336
labise_1038,21,young,d,e,ɑ̃,40,326.0231439948179,-23.17571226645182,186.3529991976764,-1.6570044540925142,5.60735554360215
labise_1038,21,young,ɑ̃,d,s,90,617.9836190712394,-28.868488360899832,178.0742395556953,4.165623263826712,8.117785192162096
labise_1038,21,young,s,ɑ̃,ɔ̃,120,5211.843613527943,23.364982047951564,177.26063319866,10.625814598937044,4.532226737815921
labise_1038,21,young,ɔ̃,s,m,60,535.1423513472871,-30.214559245089422,200.79517690888207,2.7378630633429166,6.374718345252575
labise_1038,21,young,m,ɔ̃,ɑ̃,40,432.0773265482423,-25.06826605141503,197.01609089761604,1.6993887194681034,9.761522952403329
labise_1038,21,young,ɑ̃,m,t,110,571.3856459138516,-30.574827298994762,194.6492216885611,2.911725733283277,6.6714457109202785
labise_1038,21,young,t,ɑ̃,o,90,877.8266801197243,-11.368500530187479,181.22193611421972,-0.7288459947210169,6.647323750298332
labise_1038,21,young,o,t,_,210,442.62329170469195,-33.111780558557314,221.98904980416788,4.538290261291842,4.766449065017898
labise_1038,21,young,_,o,i,50,876.0387387290575,-11.391204833413344,204.99309258818568,-5.004775155787156,5.798330486153258
labise_1038,21,young,i,_,l,110,563.4416963925867,-11.81170100329336,179.52315459091264,9.012148318484943,2.8832124863101516
labise_1038,21,young,l,i,s,10,404.2026103622588,-17.576378216196225,180.24082556697897,4.938171222024591,4.7260152364879815
labise_1038,21,young,s,l,ɔ̃,110,5397.962920717908,16.587009511090024,178.32855012904557,3.5719329467013443,4.3678192220968235
labise_1038,21,young,ɔ̃,s,t,90,483.38261966288695,-28.6368980531535,194.8385726261303,1.464992440339853,6.698520385392883
labise_1038,21,young,t,ɔ̃,ɔ̃,60,439.21511980973077,-17.61415826481604,181.06165587042312,-0.005912924840888865,4.193696195316464
labise_1038,21,young,ɔ̃,t,b,70,590.315895817766,-29.739735534073954,205.1567330128274,2.3053674255817103,6.2792027244839845
labise_1038,21,young,b,ɔ̃,e,60,363.94598441349115,-31.579324481343267,182.4274136195704,0.2504468703682944,3.6417087425125034
labise_1038,21,young,e,b,d,60,431.14022409066564,-22.192773573262812,193.2329983640947,1.9476080725105755,9.6064395581441
labise_1038,21,young,d,e,a,50,347.30483707922923,-30.713766381118756,163.44180936533644,-2.1948909553181055,6.454657904827931
labise_1038,21,young,a,d,k,90,626.2905888091238,-19.570917846213188,180.71683272640308,1.5551367894826766,10.067737567985827
labise_1038,21,young,k,a,ɔ,80,646.8787782586236,-16.749430209610907,182.87831131828946,5.715655727580151,3.643407905591747
labise_1038,21,young,ɔ,k,ʁ,90,640.1291604586703,-31.22952064383067,198.2658943004235,3.3902963612018944,11.514524685605396
labise_1038,21,young,ʁ,ɔ,k,90,1011.8221974816112,-13.627489579168735,196.39329558024568,0.9246526635181451,5.7042099334974194
labise_1038,21,young,k,ʁ,ə,50,1190.0912596368523,-10.049203629738042,202.5988435475344,-2.6748691261103823,3.620986127827783
labise_1038,21,young,ə,k,s,50,379.27175885065725,-26.39601076406374,198.6481793188089,1.938203276798696,9.293067663399063
labise_1038,21,young,s,ə,ə,90,5264.860734874099,17.971944663791422,190.60281264342774,6.362819864932209,4.12825478284411
labise_1038,21,young,ə,s,l,70,441.33885406291887,-21.74581572845551,206.01986379223356,2.687593504293209,10.624578767989796
labise_1038,21,young,l,ə,ɥ,10,409.7168172422911,-25.327860174314978,188.3099840977838,1.2048395600537738,6.575039528372464
labise_1038,21,young,ɥ,l,i,70,298.0909900076285,-22.764474466286956,170.28403638198566,-0.23354421884898047,5.192313505979234
labise_1038,21,young,i,ɥ,c,100,495.2650276153183,-14.182824406619702,211.93683822588235,8.617427636698832,10.818887651534702
labise_1038,21,young,c,i,i,90,3556.698406884423,6.873518019023628,200.43445217491086,3.9499982298137724,4.127114320999196
labise_1038,21,young,i,c,a,50,420.603574160416,-22.255029457033647,198.1315766147172,-0.5664778769071883,7.878070811992764
labise_1038,21,young,a,i,ʁ,50,635.0281182245062,-24.51518442902811,184.7603730907116,3.7039194937496687,9.904486379099417
labise_1038,21,young,ʁ,a,i,50,698.3740814927709,-19.77900265065258,172.7149574916398,-0.7761848618454301,9.635950030568505
labise_1038,21,young,i,ʁ,v,110,473.3439617292589,-15.972657786813567,182.19701888947807,1.260700613689651,10.941421248207654
labise_1038,21,young,v,i,ʁ,40,523.6605380659109,-15.194629002898768,178.74189032304446,0.4649500325914244,5.736248343644718
labise_1038,21,young,ʁ,v,ɛ,60,1513.1614014172994,-6.842152544950753,175.59541754411174,0.2885899556094857,4.028322204662056
labise_1038,21,young,ɛ,ʁ,l,70,583.3777200130943,-18.0914712701783,188.68760206689288,3.375451450239963,12.669218418403068
labise_1038,21,young,l,ɛ,ə,10,446.0714534098398,-20.827216697636523,187.5111270117036,5.775269122735458,7.144255971373092
labise_1038,21,young,ə,l,p,60,523.1531926245433,-25.202795533147004,183.801975790389,2.5478538935334853,9.696250204159831
labise_1038,21,young,p,ə,ʁ,60,616.7504480791134,-14.180197677859285,179.539250788576,-1.7673602575682743,4.81800868399681
labise_1038,21,young,ʁ,p,ə,60,994.1446158949385,-13.033095543768027,203.1366232981605,3.264870285500621,4.319450496168672
labise_1038,21,young,ə,ʁ,mʲ,60,594.7076065232594,-32.003907613697855,201.71188557291842,2.1924061954914635,8.33645042469811
labise_1038,21,young,mʲ,ə,e,100,378.2646351077608,-23.561664163576275,200.27743609508295,2.0327378923784662,5.664876056706863
labise_1038,21,young,e,mʲ,a,30,534.0695769658129,-17.48845021153975,202.58242292070906,2.442738145145073,9.186175241936455
labise_1038,21,young,a,e,l,70,644.2046867671514,-18.508422771360223,200.84051903474005,3.6515030878657777,9.473657582155116
